content	score	business	avgstars
"I've tried eating here 3 times but only got food to go once. 

First time i stood at the entrance waiting for someone to acknowledge me and eventually seat me. I stood there for 5 minutes while people whisked past me without so much as a smile. I left.

Second time I was more patient, I waited the same 5 minutes being ignored, then got sat at a ""dirty table.""  I guess it wasn't filthy but the tabletop certainly wasn't wiped very well (sticky). I waited 10 minutes before any server came to say hi, she wasn't very pleasant. I asked if it was a long wait for food ilke BBQ mix and she said it depends. She was called away and didn't return for another 5 minutes so I left.

Third time I decided I just HAD to at least try their dang food but I won't go inside. I ordered Ahi Poke and Loco Moco to go. Poke was pretty good, gigantic chunks and a lot of it, better be for $20. The Loco Moco was horrid. Plain, bland, no flavor at all, hardly any gravy, it was just plain bad.

I won't be attempting a 4th visit here. I'll just go to O'hana BBQ down the road."	1	Island Flavor	4.5
"Been to all 3 locations and they're pretty consistent. Always pretty busy, food quality always quite high, service always just decent, prices always high.

Pros: Burgers are excellent, usually cooked right. Very very tasty combinations. They have beer which is great for a high quality burger. Locations are convenient in different parts of town.

Cons: Way over-priced, about 25% more than I'd expect to pay. Fries are gross because they are those shoe-string style that are basically 1% potato and 99% batter. Most locations very busy and food comes out very slowly.

Will eat here again sporadically because the burgers are just so damn tasty. Wish they'd change their fries and lower their prices though, then I'd come weekly."	4	Bachi Burger	4
This place just keeps getting better. Food is absolutely delicious and service is always fast and friendly.	5	Volcano Grille	4
"This place is pretty great. Very high quality food and quite diverse. The portions are definitely decent even though I'd say the menu is a tad pricey.  But, it's worth it.  Lots of different flavor combinations, really good drinks, always friendly service even though it's always slammed every time I've been there.  I think dinner is much better than brunch but everyone raves about their brunch.
I wish we had more privately owned restaurants in the SW and more high quality ones like this all over the valley."	5	DW Bistro	4.5
"Was told to try this place if I wanted good breakfast food at a good price and friendly service. They were right.

Pros: Large variety of food options, all very tasty. Big menu but plenty of simple options which many breakfast places try to avoid now a days by being too fancy. Service super friendly and the owner is always there yucking it up with customers.

Cons: Not the most happening location, but not bad.

Will definitely eat here again."	5	Mr Mamas	4.5
I like this place. I've heard others describe the "freshness" as not so good, I suppose I'm not as much of a sushi snob. I thought it all tasted very good and they have a lot of different choices for dishes, not just sushi. The black cod was great and they have a lot of different rolls. I go here once a month or so.	4	808 Sushi	3.5
"Heard about Nobu many times, obviously, but first try was on Valentine's day. The hotel couldn't get us checked in so we had to go in t-shirts and shorts but the hostess didn't give us any grief when we explained our predicament.

Pros: Food was very high quality and the service was very fast. That's about it.

Cons: There were no frills. It was almost boring. Decor was nice, but it was just kind of boring. Mostly because the service was TOO fast. That may sound strange but they were at the table every 2 minutes with another dish or to ask us to order more. It just seemed very rushed. We tried to take our time and talk but we were done with our dinner in under an hour. That was the pace they set. Which is great for turning tables but it wasn't the most pleasant experience. The cost of many of the dishes were insanely over-priced.

I would go here again (if someone else was paying, haha), but wouldn't make it a romantic evening. Food was pretty great."	4	Nobu	4
"Via Brasil is very similar to all other Brazillian steakhouses we've all been to. Except it's a little bit pricier and the meat selections aren't quite as extensive as Texas. Service was decent, just not as authentic or friendly as Texas.

Pros: Food good, not great. Convenient location.

Cons: Pricey, not as many options as other similar restaurants, service just okay.

Would eat here again if someone has a gift card or something but won't go out of my way."	4	Via Brasil Steakhouse	4
"This place is near my house and great for a late night Mexican craving. Nothing special about the food but pretty awesome that it's 24 hours.

Pros: 24 hours, convenient location, decent food.

Cons: Service is always poor and unpleasant. Quality isn't consistent.

Will eat here again when I get the late night urge."	3	Don Tortaco Mexican Grill	2.5
"Great service, good food, nice views - especially from the patio\/deck, strong drinks.  What more could you ask for?

The lighting is romantic, the service was very good, the food was certainly good.  Not an extensive menu and maybe a little overpriced, but all in all I would go again.

If you show up early, do the zip line with the local discount, it's a fun 2 minutes."	4	VooDoo Steakhouse	3.5
"Came here for lunch. We've been to other Sammy's before, this one was pretty much the same as every location. Service was adequate, food was okay and prices were inflated.

Pros: Food is decent, not great. Duck tacos were okay (not as amazing as advertised by friends), pizzas are good, not great.

Cons: Way overpriced for the quality. Not exactly an affordable option when you consider what you're getting in terms of quality, taste and size.

We don't eat at Sammy's very often and that probably won't change."	3	Sammy's Woodfired Pizza and Grill	4
